Id,artist,album,title,Genre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,The Rope River Blues Band,Smith Enjoys a Full Bush.,Weatherman,SoulRB-Country-Folk-Pop-Experimental-Rock-Blues,Avant-Garde,melancholy,love to death,Ivanhoe,czHit,my pleasuredome,oni pout,the Beowulfs choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Nine Inch Nails,Ghosts I-IV,9 Ghosts I,Electronic-Rock,ambient,industrial,electronic,american,piano,melancholy,rock,dark ambient,nine inch nails,00s,industrial rock,alternative,alternative rock,experimental,trent reznor,9 ghost i,chill out,slow,beautiful,dark,Cleveland,chillout,sad,2008,hard rock,ambient industrial,emotion,for rainy days,daydreaming,NIN,clink clang clunk,3 stars,flfbn,favourite ghosts,Moonmusick,Erris,keeps me thinking,on my ipod,contender for 2008 CD,last fm noise mafia,Marie Antoinette Soundtrack,P:ano,2000s rock,thejunner,ninstrumental,spacend,orgastic,instrumental calm,pickle,80 bpm,smoth jazz,music to design to,man in pickled suit tricked me again,suitcase rock,man in pickle suit tricked me thrice,free crap,braInstrumental,lastfm friends radio,STEVE AOKI REMIXED,songs with individual pictures,CheezyWeezie,Jerkops,Man in the pickle suit tricked me again,panag,masturbatin and squirtin,ass burgers,3 times love,shared emotion and pleasure,sonichu,portalprelude,Soundstereo,Blood Elves,abandoned city streets,finding a portal to another realm in the woods,traveling across the ocean in a bathtub,JUNNER,mike patton,unique,spiritual,lovely,awesomeness,emotional,fav,sensual,ghosts,ocean,Post-Industrial,art rock,atmospheric,melancholic,power electronics,amazing,favorites,Awesome,ebm,breakcore,post-rock,industrial metal,,
1336,The VME,The Rootkit,Sorry,Electronic,indie rock,british,britpop,rock,Awesome,2007,catchy as hell,indie pop,alternative rock,favorites,The Pigeon Detectives,Dance to the radio,alternative,Favourite British Bands,sounds like the cribs,shit die ik ontdekt heb natuurlijk,Leeds,00s,catchy,hupin,pigeon detectives,In Denial,Wanna sing myself,VAMO VAMO,amomto,indie wank,greatgreatgreat,me neither,2Ks,guau,lottery,british power,suicide murder machine,dancante,21st century,songs that everyone should be listening to,meinelieblinge,move dem feet,bobby boom boom,sxsw 2008,indieallerlei,waterloo road,dynder,welove2007,duif,all summers,sugestoes musicais,roeck,tao felizinha,Piesni prawie tak wspaniale jak kilogram mandarynek,ouvir com calma,england2007,checar,Euro 2008,RaR2007,natillita,Bob Marley,football,Brit indie,Favoriter,sing along,I like,MY FAVES,Punky,break up,brit rock,FUCKING AWESOME,excellent,pop punk,Britrock,drums,favorite songs,Favourites,upbeat,summer,alternative pop,gorgeous lyrics,allways good to hear,True Story,Beloved tracks,deja vu,love track,jumping around,UK top 40,british indie,me likey,run,boyfriend,FM4,indie disco,chart,Yorkshire,great chorus,next big thing,2006,uk indie,wake up,,,
1337,Je deviens dj en 3 jours,Microhorror Compilation Vol.2,Intro,Electronic,turntablism,downtempo,electronic,electronica,Hip-Hop,DJ AJA Inc,chillout,needleontherecord,DJ Krush,japan,abstract,ninja tune,paris,intro,Eremuse - neurometallico,reclusive monk,japanese,tables pro,nogal vet,ambient hiphop,futins favourite,futins favourites,chill906,Sonntagsmucke,spacestation,soma fm,secretagent,der chill,schickendes,rewind kabuki,krush,chris-like,less than 1 minute,openers,Mistress,jazz,Love,heard on last-fm 09,ambient,Lady alexa,maitresse,herrin,domina,a simple glitch,loneliness after dusk,boudoir tek,just4lov,hgchj,vombat radio,sonicuniverse,World Cup Noodles,gelb und gruen,Ambiant breakbeat,ambient noise,2006,record scratching,percussion,abstract hip hop,piano,abstract hip-hop,downbeat,cool,samples,triphop,acid jazz,dj,trip hop,Favorite,electro,beats,chilled,switzerland,rest,Secret Agent,1,dominatrix,somafm,groovesalad,sm,pozytywne wibracje,intros,Schweiz,to investigate,basel,scratch,noise,instrumental,goddess,wall of sound,swiss,,,,,,,,,,
1338,Tom Woxom,Robot,Diego,Electronic,singer-songwriter,rock,Tom Waits,alternative,folk-rock,beautiful,experimental,piano,melancholy,folk rock,Ballad,favorites,memories,blues rock,eclectic,romantic,calm,titans,drinking,sarcastic,noir,moving,easy,male vocalists,bears,tender,love at first listen,sigh,70s,indie,folk,favourite,Progressive rock,Love,alternative rock,indie rock,Alt-country,jazz,Beautifulest,rhythm and blues,Experimental Rock,Hostkvallar framfor brasan,blues piano,genre,music for my soul,avant garde blues,cynical/sarcastic,5 Stars,good bye,tom waits for no one,hi im damaged goods,shit i can play,Priceless,Eine Kleine Nachtmusik,the desperate kingdom of love,melancholy days,sweetest song ever,liberating,song noir,calm jazz,out of our heads,best fucking track ever,sadly sweet,songs my band covers,Uplifting,classic rock,cabaret,americana,waltz,USA,Avant-Garde,american,sardonic,Fave,haunting,Cynical,gritty,jazz piano,quality,late night,elegant,geography,freedom,nightclub,Love it,male vocalist,san diego,favourite albums ever,magnificent,places,,,,,,,,,,
1339,Anamanaguchi,Live at WFMU on Beastin' the Airwaves with Keili on July 17 2011,Sting Operation,Electronic-Rock,8-bit,8bit,electronic,indie,power pop,bitpop,synth riffs,emphasis on instrumental performance,inventive instrumental arrangements,8bit rock,Anamanaguchi,Harsh Tasty Beats,busy beats,Meter Complexity,unsyncopated ensemble rhythms,light drum fills,subtle use of staccato synths,light synth fx,subtle use of arpeggiated synths,constantly shifting beats,the subtle use of lo-fi samples,heavy use of white noise,electronica,fun,american,chiptunes,atmospheric,electronic music,god,Retro,Chipmusic,8 bit,8bitpeoples,electric guitars,chip-tune,a dry recording sound,use of modal harmonies,an electric bass riff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Pornophonique,netBloc Vol. 11: The Raw and the Cooked,Sad Robot,Electronic-Rock,electronic,8bit,gameboy,chip music,labores somnium,rock,alternative,robot,amayzes loved,male vocalists,8-bit indie,davaho53,sad,beautiful,birth,micromusic,acoustic,german,Nintendocore,mag ich,C64,computer voice,vocoder,i will never forget,gameboy blues,chiptune,bitpop,Lo-Fi,Open Music Contest,slordig,electronic and fol crossover,last fm electronic,yes sir i like it,mello yello,chip vocal,sral,rocket sauce,track of the week,2 of 10 stars,10 of 10 stars,zicelectro,zicbouge,zictop,rocktronica- sad robot,Geodenise favorites,robots arent evil they are as cool as hell,1011001,128bit,camp fires,sad robot,second that emotion,katomhatejnic,akirahoshi dark,loves me some robots,tiffburns,r0b0tic,My Best,creative commons,electro-acoustic,sid,high,melancholy,melancholic,Random,synth,english,favorites,depressive,experimental,chip,alternative rock,guitar,nice,bits,ruhe,electroindie,snowboard,only the top SONGS-no global artist-tags please,weird pop,personal favourites,loved,paranoid android,ambient noise,rocktronica,male vocalist,slow and sad,sadness,scifi,kick ass,,,,,,,,,,,
1341,Maps And Diagrams,The Giant Woods,The World And You,Electronic,indie,rock,alternative rock,Progressive rock,alternative,experimental,somafm,Bagel,trail of dead,and you will know us by the trail of dead,genius,favorites,post-rock,from: austin,repeating the exellence of the refrain not even often enough because it is just so great to listen to it with his heavenly beautiful voice,And you will know us by the trail,it-rocks,911,experim,All Time Favorite Tracks,Killer Tune,neu im januar 2006,hank moody,LOVEDbyJUSTINE,summer rock,bratty,import,strong emotional connections,Indie - Us,yolala indie fav,xffa-tod,jeaa,kathrin rockt,so good i forget to breathe,kathrin macht party,dj songs,need more research,the happy playlist,alinda the lost girl in long stockings: the official soundtrack,audioase,video songs,good2,top tunes i do own,way to go,devils guitar,unknown classics,waste of good oxigen,teste programm,from: texas,Retro,good shit,energy,catchy,Kick ass songs,rock n roll,songwriters,austin,art rock,yes,Energetic,loud,american,britpop,cool,singer-songwriter,hard rock,noise,alt rock,sasquatch,Song Of The Month,forever,thought provoking,Lucky,intelligent prog rock,rawkcore,FM4,songs i love,happy happy joy joy,my favourite songs,Revival Rock,amazing lyrics,Brash,Favorite songs ever,From: USA,Anthemic,00s,brit pop,,,,,,,,,,,,,
1342,The Easton Ellises,EP Two,Insomnia,Electronic,instrumental,electronic,breakcore,Eremuse - mitica salvezza,Awesome,emotronica,chillout,indiecore,Don trip,beautiful,awesome drumming,progressive breaks,no-vocal,metro downtempo,rockclimbing,raposti,JUNNER,slow-beat,neutral-mood,last fm noise mafia,colgado,thejunner,instru-mental,pickle,heard on lastfm,the flashbulb,favourite song titles,best songs of all time,turquoise and coral,steadily sleepy,drjazzmrfunkmusic,idm faves,busting some fucking heads,STEVE AOKI REMIXED,wrote the highway code book,dance and dance,NSHN,CheezyWeezie,Jerkops,psychoalgie,masturbatin and squirtin,ass burgers,sonichu,rocky-instruments,high-emo,harsh-smooth-tone,short-length,mike patton,once,awesomeness,8-bit,lemon demon,nostalgic,glitch,drums,autumn,power electronics,Random,amazing,ebm,industrial,experimental,Progressive,ambient,great,TG,Marie Antoinette Soundtrack,venetian snares,:x,Awesome Drums,Memorable,Vector Lovers,productivity,My Personal favorites,ambiental,queen of pop,later,:3,jazz house,imaginative,magical,8bit,Rhythmic Noise,,,,,,,,,,,,,,,,,
1343,krackatoa,Monkies in the Temple,I am a Drone,Electronic,New Zealand,electro,electronic,ambient,Mellow,nz,dark-trance,haunting,synth,Gothic,easy listening,electronica,nz-ambient,alternative,Progressive,acoustic,trance,pixies palace,gothic-electro,artists who are lastfm users,ethnic-trance,luton,ambient chillout,robot,Porno,free,sci fi,independent artists,bland,scifi,Ambient Techno,the music maker society,organic-trance,auckland,north shore,lift music,uk electronic,nz emo,bedroom artist,talking lyrics,nz gothic,expimental,free mp3 artist radio,life in a postmodern world,pacific,acoustic-trance,elektro target,freemusic,relax,minimal,chill,Acid,UK,Classical,experimental,emo,goth,organ,dance,singer-songwriter,instrumental,lounge,psychedelic,chillout,Doom,cleaning music,aus,film,spooky,Retro,Kiwi Music,chill out,melody,weird,Background,melancholy,blue,Dreamy,edgy,horror,orchestral,,,,,,,,,,,,,,,,,,,
1344,jonas the plugexpert,Ondervlak,Brie,Electronic,psychedelic,60s,rock,pop,1968,baroque pop,beautiful,zombies,psychedelic pop,british,Morose Deep dilate Crimson,The Zombies,Favourites,UK,sixties,Heartbreaking,good songs,1960s,swinging sixties,fucking essential,catchy as hell,baroque,odessey and oracle,obscenely underrated,amazingly beautiful,love to death,melancholy folk,Beatlesque,Spennende,amazing melody,Moptracks,piano-centric,halftoned singles club,BeatbabeBop selection,dieta de martes,schmuuf,Gute Oldies,loved at first listen,DO ADORE,utterly perfect,almost unbearably beautiful,lilting harmonies,il bacio della medusa,psychedelic gems,sierra tucson,urbelica,cooper was here,extremely beautiful melody,Psychedelic Rock,pop rock,Favourite Songs,british invasion,summer,Energetic,lyrics,heartbreak,alternative,hippie,melody,catchy,brilliant,harmonies,Korn,trippy,2000s,best songs ever,download,classic pop,sadness,own,beautiful melancholy,britpop,midtempo,divorce,books,flawless,dont speak,I could listen to this song forever,1967,,,,,,,,,,,,,,,,,,,,,
1345,BrandyAlexanderProject + Laps,EPP1,Rain,Electronic,alternative rock,alternative,Smashing Pumpkins,Grunge,essentials,beauty,male vocalist,90s,spring,favorites,2000,leapsandfavnolove,00s,hard rock,winter,the smashing pumpkins,dig the lyrics,insomniac hour,atompumpkins,surullinen,Hotlist,great sounding,behind the wheel,NIIIIICE,slow-ish,my youth,smashing pumpkins forever,Wall,play,pop,pouring down,melodic universe,Pauls Pumpkins,titles about rain,Regenfetischist,aana,sovitteleva,ayyyyyyyyyyyy,raindrops sunshowers,Para Caminhar,Beschwerde,leapsandbounds favorite songs,Graphic Design Rock,earth sun moon,superspringsummer,flya alternative guitar,flya alternative nineties,american,epic,Favorite,synth,Drum and bass,favorite songs,melancholic,Awesome,General Alternative,love songs,driving music,FUCKING AWESOME,cosmic,favorite song,favorite band,road songs,emotion,SUN,Vital,pure love,awsome,shoegaze,water,post-grunge,1990s,Brittle,Alternative PopRock,psychodelic,brown,Pounding,High School,,,,,,,,,,,,,,,,,,,,,,
1346,Nameless Dancers,Morning Touches,Night Dance,Electronic,swedish,pop,indie rock,acoustic,acoustic guitar,twee,cumartesi,cool,360shift,actually decent free trax,tyshkans music,locker flockig,scandinavie,suedois,vote for pablo,kathrins feelgood,wir behalten sie noch ein paar tage zur beobachtung hier,r41n7 m0rn1ngs,frash,indie-pop-rock,happy like mornings,free song,billie the vision and the dancers,free track,hand clap,one awesome phrase,i remember crying to this song,schwedische bunte truppe,theyre coming to take me away hehee,n-l-b,franzis allerliebste lieblingslieder,recs I like,zenobyas good days,best songs of the 00s,beach bonfire,add to radio,dabu,its golden man,Sachiel wheel,altparty,zeitraum,kathrins morning,lelehelp,love the lyrics,Favoriter,Feel Good Music,scandinavia,car,00s,lovely,soft,weird,relax,pop rock,beautiful,summer,Sweden,scandinavian,alternative,singer-songwriter,power pop,songs I absolutely love,Muista,nightmares and dreamscapes,svengigt,free mp3,scandinave,another planet,Billie,Fantastisk,Swedish indie,I love,swedish indie pop,n1,all the best,new favorites,suede,free,,,,,,,,,,,,,,,,,,,,,,
1347,Marc de Blanchard,Serenade,Pont,Electronic,female vocalist and bass-player,latin jazz,Jazz Vocal Tag,female vocalists,jecks,contemporary jazz,rock,bass,soul,latin,funk,groovy,chill,latinjazz,jazz singers,Esperanza Spalding,00s,female vocalist,acoustic,jazzwomen,funky,cooljazz1,web-found,The Jazz Body,great fusion,Mistyeyes,ronxi,voce femminile,femmina,bassista,latinbeat1,md-funky,st-instrumental,loved by someone,QQT,ffmrwoman,ffmrbass,afrocaribetv,JazzCuisine,ffmradio,gimme sum strings,man fav,Elton Lima,Elton Limma,jazzwell,gimme sum bass,metal,nice,cool jazz,pop,instrumental,cool,alternative,vocal,USA,fresh,world,vocal jazz,Fusion,jazz fusion,lush,jazzy soul,mpb,motown,2000s,diva,jazz vocalists,4 Star,Jazz Latin,jazz bossa,wish list,indie jazz,MI JAZZ,aamu,2008,femmine,,,,,,,,,,,,,,,,,,,,,,,,
1348,Anamanaguchi,Live at WFMU on Beastin' the Airwaves with Keili on July 17 2011,Jetpack Blues Sunset Hues,Electronic-Rock,nerdist,nerdrock,chiptune,nerdy,hi-energy,NES,8bit,Retro,8-bit,electronic,bitpop,chiptunes,6 of 10 stars,heavy use of white noise,light drum fills,unsyncopated ensemble rhythms,affected synths,synth swoops,straight drum beats,Meter Complexity,Headnodic Beats,busy beats,electronica,Anamanaguchi,inventive instrumental arrangements,subtle use of noise effects,synth riffs,an electric bass riff,use of tonal harmonies,fun,happy,Full of win,rock influences,electric guitars,atmospheric,electronic music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Björn & Gorden,Electrr,V,Electronic-Rock,Soundtrack,cover,covers,chill,across the universe soundtrack,wonderful vocals,Dreamy,musical,Mellow,Love,songs I sound good singing,the classics,I could listen to this song forever,breezy,beatles cover,Love it,harmony,a capella,great vocals,Jim Sturgess,Evan Rachel Wood,Joe Anderson,TV Carpio,Dana Fuchs,favorites,amazing vocal harmony,beautiful,Martin Luther McCoy,60s,The Beatles,this is where my heart collide,soothing,romantic,lyric rock,ovos feathers,not necessarily british brit rock,singsongsterwriter,acoustirock,hippies love it,VIAJE :D,audio aphrodisiac,complex harmonies,beatles cover song,sounds retro,glorious british accent,makes me want to be with friends,del viejo amor,february 08 love,garry,ambient,piano,indie pop,vocal,electro,Awesome,american,Soundtracks,gorgeous,strings,brit rock,lovely,sing-along,00s,psychadelic,el,first love,away,mellow yellow,favies,The The Bands,import,oh my,trippy rock,its over,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Jupiter Makes Me Scream,Tuesday Morning Huricane,This Girl,Electronic,indie,pop,Lana Del Rey,chillout,female vocalists,P-E-R-F-E-C-T,alternative,poprock,Born To Die,Favorite,this is what makes us stupid whores,How I Hate Those Guys,10s,Dreamy,american,girl power,Chicks Rock,perfect,great,melancholic,chill,makes me want to drink,trip-hop,chamber pop,lts,Kellplanet,embarassing and sort of great,songs which are played in hm stores,best of 2012,al shux,Woodkid,bros be trippin,singer-songwriter,Love,lanaloves,emile haynie,rar77,anthemic youth poetry,fontaine james,7 of 10 stars,pfto,favourite songs in 2012,11566,the paradise,love ldr,the cola girls,do they make noises like betfair,catchy,girls,chill out,sadcore,Adult Alternative,Anthemic,singer songwriter,Faves,anthem,memories,my life,single,not indie,love at first listen,intellipop,nah,painful,Favourites,best song titles,a melhor,lana,2star,godness,her best,can relate to,forever fave,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Bit Shifter,Information Chase,Hexadecimal Genome,Electronic,8-bit,electronic,8bit,gameboy,chiptunes,electronica,micromusic,bitpop,bit shifter,8bitpeoples,8 bit,Chipmusic,00s,oh my god why didnt i discover chiptune sooner,instrumental,alternative,fistKranKping,fun,electro,8 bit peoples,my favourits,vgm,techno,experimental,8bit micromusic,amazing,Retro,favorites,up tempo,gameboy music,metro electronica,energetic chiptune,goeiepoep,bit tunes,dreamshepherds,BlipBloop,free as in freedom,bit tune,SYNTAX ERROR,chripped,seapunk,rainbowfreezepoppers,SUPER HAPPY FUNTIME BITCORE,games console commodore,questlike,chiptune 8bit nintendo,8 Bit music,8-bitty,synthpop,idm,USA,american,synth pop,blip blop,NYC,video game,Rad,math,New York City,elektro,Playful,geek music,Like,blipblop,2006,personal favourites,game boy,8,blips and bleeps,prda,lsdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,The Model,Buzz.RO! 2010 [LCL00],The Simple Life,Electronic,alternative rock,10s,rock,indie,2011,Bossa Nova,new wave,american,Garage Rock,amo demais,love at first listen,painfully beautiful,fuck yeah,alternative,beautiful,melodic,melancholic,Bittersweet,Music for a lonely night,valensi sologasm,julian casablancas at his best,Moonlight,political,slow,sad,this song is ruining my life,Pekne,sun moon stars,tight beat,2010s,my neighbours will love this,blingtacular,playlist: moonstruck madness,that solo,010s,emotional attachment to this song,playlist 2011,new to my ears in march 2011,just like manic street preachers,the strokes still got it,Life Is Simple In The Moonlight,kmem10000,hippie life,8 of 10 stars,musical medicine,guitar,chillout,night,Awesome,moody,summer,Post punk,fast,post-punk,garage,ethereal,Dreamy,NYC,catchy,uptempo,hawt,one of my favorite songs,put on repeat,Simple Life,Post-punk revival,reminds me of you,therapeutic,snl,OMG SO GOOD,woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,krackatoa,Komodo Dodo,Goldengate honey,Electronic,Gothic,New Zealand,dark-trance,electro,electronica,haunting,alternative,Progressive,dark trance,electronic,acoustic,nz-ambient,trance,ambient,easy listening,aus,bland,sci fi,free,luton,nz,ethnic-trance,film,spooky,Retro,gothic-electro,organic-trance,auckland,north shore,lift music,uk electronic,nz emo,nz gothic,expimental,pacific,acoustic-trance,freemusic,bedroom artist,pixies palace,saicodely,Mellow,Doom,chillout,psychedelic,lounge,instrumental,dance,organ,goth,emo,experimental,Classical,UK,Acid,chill,minimal,relax,world,orchestral,horror,edgy,Dreamy,blue,melancholy,Background,weird,melody,chill out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,julien neto,Retork,From Cover To Cover,Electronic,minimal,electronic,zapsensacion,experimental,Faktory Metalic Trans,Eremuse-loved-3,wirround,vule,minimal ambient,french,Eremuse - magici momenti ---,factory made trance,soundscapes,gnascor,instrumental,conc,electronica,Hauschka,6,rex ferric faves,deep electro,Tang,my dear darkness,winter,atmospheric,tranquell,00s,dark ambient,factory-made trance,electronic-drone-idm-minimal-ambient-labyrinth,Daul KIM,sire-1zkx,ZapLovedTracks,solyaris,slow,chill,Eremuse - Mnemosyne,Eremuse - ntricato vortice,7,moody,eremuse - magici momenti,eremuse - zero zero zero,eremuse-anima,Thanks to,Avant-Garde,idm,free download,eve,ambiental,to explore,1,music to fall asleep to,in a beautiful place out in the country,Ambient IDM,julien neto,4,inspiration,free,Silent Hill,sleeping vs dreaming,ambiance,almost ambient,testtagg,athmoselectro,mystery,Kellplanet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,The Kirbi,NetAudio Russia Compilation Volume 1 & 2,Metronome,Electronic,indie,indie rock,rock,post hardcore,8 of 10 stars,OH MY FUCKING AMAZING,emoh,silent intensity,at the drive-in,alternative rock,emo,alternative,heart,f,differant,at the drive in,damn,hardcore,Weltschmerz,i rock harder,mars volta revolta,The end of the world,Vaya,their voice does something to me,paranoia 101,vv,chillout,audioase,jazvinski,life OST,post-hardrock,Popkes Screamo,gogogo,ace tune,Scaremongering,Roctronik,Love,omar alfredo rodriguez-lopez,heavy,experimental,post-rock,slow,favorites,Progressive rock,chill,rockin,Favorite Artists,Lo-Fi,favorite songs,sex,melancholic,sexy,melancholy,Led Zeppelin,exciting,noisy,post rock,The Mars Volta,trippy,oh yeah,Orgasmic,The Good Stuff,flowing,ace,5 star songs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Etiket Zerø feat. MC B.Wayne,Circuits Imprimés vol. 02,Afrika,Electronic,Hip-Hop,mia,british,hip hop,female vocalists,party,female vocals,00s,alternative,weekly top song,Miscellaneous,neo-tribal,ElectronicaDance,electronic soundz,inna di dancehall,summer 2007,fucking slick,bumpin,Epic Synth,titles with parentheses,da nm,holy fucking chorus,hellaBOMB,WTFisTHIS,mix material,this that shit right here,we could have fun with this,bumpyfayce,Dance Power Hip Pop,indie,dance,electro,sweet,best,hot,badass,dancehall,YuM,chilling me,raggadynamit,pozytywna energia i radosc grania,Afrikan Boy,Switch,total and absolute fucking brilliance,experimental,electronica,club,alternative dance,garage,Tag,collaboration,Grime,orient,Great instrumental performance,Soundtrack Of My Life,why women kick ass,songs that you wanna listen to over and over again,galang,indie electronic,sick,so fucking good,i love all these songs yes yes i doooo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Ant The Symbol,Act Natural (2 of 3),The Nosebleed,Electronic,experimental,rock,emo,alternative,indie rock,hardcore,post-hardcore,circa survive,anthony green,melancholy rocks,theatrical,kicked shit amp madness,hardcore and post hardcore,progressive death indie,Dreamy,atmospheric space rock,fucking addictive,ethereal,post-hardorish,screamo,ambient,Awesome,prog rock,space rock,alternative rock,post rock,shoegaze,the creative side,stellar,so good,songs about me,fucking genius,days past,interesting vocals,cool,m0sh,goku,Jimberly,psychedelic,warped 07,im a fiend,deutzia,guitar,american,Experimental Rock,abstract,amazing,soothing,melodic,Favorite Bands,melancholy,catchy,00s,Progressive rock,male vocalists,Rambunctious,good song,good lyrics,OWNAGE,Progressive,ominous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,The Rapture,The WIRED CD: Rip. Sample. Mash. Share.,Sister Saviour (Blackstrobe Remix),Electronic-Rock,post-punk,new york,electronic,dance,electro,the rapture,00s,big beat,synth pop,synthesizer,good shit,acid house,tu peux te le foutre au cul,dans ton cul,favourite,indietronica,alternative,electronica,party,alternative dance,american,electro dark,dj gold,alternative-pop,slag,electrotrance,namia,electronic shocks,shocks,synth wave,partyfun,cherixin,shanes favs,wedding sound track,re-re-re-re-re-mixed songs,favouriteelectronic,New York-USA,shitt yez,audiosurf,new wave,indie rock,Electroclash,fun,glam,Favourites,add,indie electronic,Synth-Punk,glorious,new new wave,favourite artist,creative commons,Electro Pop,Electro-Punk,Electro-Rock,free music,electro clash,inspiration,check out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Out Of Orion (Ox3),Spectral Voices,Horror House,Electronic,juggalo,house of horrors,Horrorcore,dark humor,Altar of the Metal Gods Industrial Metal,national socialist black metal,Altar of the Metal Gods Hardcore,moshcore,Altar of the Metal Gods Folk Metal,Altar of the Metal Gods Epic Metal,Altar of the Metal Gods Drone Metal,Altar of the Metal Gods Doom Metal,Altar of the Metal Gods Death Metal,Altar of the Metal Gods Black Metal,Altar of the Metal Gods Ambient Metal,brutal deathcore,Altar of the Metal Gods Power Metal,Altar of the Metal Gods Symphonic Metal,Altar of the Metal Gods Melodic Metal,Altar of the Metal Gods,Altar of the Metal Gods Neo-Classical Metal,deathgrind,Altar of the Metal Gods NWOBHM,psychopathic,Altar of the Metal Gods Pagan Metal,nsbm,deathcore,Altar of the Metal Gods Sludge,goregrind,Brutal Death Metal,rapcore,Altar of the Metal Gods Technical Death Metal,Altar of the Metal Gods Thrash Metal,Psycho Metal Tag Radio,PSYCHO METAL 4 LIFE,PsychoMetal4Life,MMFWCL,detroit,Hip-Hop,punk rock,genius,Atari,Mortal Kombat,The Wicked Shit,Michigan,Holly,q,psycho metal,Death Rap,dope beat,Amazing Shit,Legs Diamond,halloween soundtrack,Planet X,Psychopathic Records,tight beat,sick beat,the wicked clowns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Tab & Anitek,Tab & Anitek: Freakout Tent,Air,Electronic,alternative,indie,singer-songwriter,fucking hurts,melancholy,rock,folk,indie rock,Mellow,Cat Power,Awesome,sadcore,emo songs that are not really emo songs just really good sadcore,angry lesbian shit,leave a trail,heavy rotation for reals,pretty brain meats,Water Songs,Passive Agressive,ennui,Amo,melancholie,RadioStu,geliebt,ane brun achtig,smoky voice beauty,cat power is pretty good,10 Tracks revisited - neighbours,elegidas,elegida,important voice of our lives,duelen hasta los huesos,the case for leaving humanity,charlyn marie chan marshall,sexy,female vocalist,cool,sad,literate,Lo-Fi,What,chick rock,haunting,drugs,Heartbreaking,women,singer songwriter,water,feeling down,Mirah,airy,Nico,Hanging Out,addict,1996,painful,my vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,un automne à Lob-Nor,bye bye,birds,Electronic-Rock,britpop,british,Noel Gallagher,Masterpiece,alternative rock,Love,favourite,Mellow,alternative,2011,oasis,my most favourite,positive,best of 2011,indie rock,singer-songwriter,balada neoliberal con pretensiones epicas,indie,stuff what i can play,2010s,hard to explain what i feel when i listen it,glorious british accent,Godlike Music,styles,Just Amazing,music choice: adult alternative,my most favorite,northern,god,it is so lonely to love someone,Psychedelic Rock,music choice: alternative,katey radio,fontaine james,noel never stop,pop,macdf,happy,preciso de pouco para ser feliz,Favorite,vivacubalibre loved tracks,I want to listen to this all the time,alex,england,perfect,Indie-Rock,moge wam zaspiewac w stanie nietrzezwosci,drama,heard live,singer songwriter,noel,10s,male vocalist,wish list,E,male vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Nine Inch Nails,Ghosts I-IV,7 Ghosts I,Electronic-Rock,instrumental,industrial rock,rock,ambient,alternative rock,electronic,trent reznor,00s,fistKranKping,dark ambient,alternative,hard rock,american,experimental,nine inch nails,cyberpunk,3 stars,cool,beautiful noise,hl darky,ninstrumental,spacend,backwards guitar,a1lmusic,505,streamable track wants,2000s rock,E-Lectro,Moonmusick,new last fm design SUCKS,playing baseball in space,cannibalistic astronauts,put on your gasmask,portalprelude,Curio,songs with individual pictures,3OCC,trance,electronica,electro,art rock,Post-Industrial,ghosts,spiritual,creative commons,NIN,2000s,modern classical,free music,Like,Ohio,Cleveland,Dj Tiesto,Miscellaneous,zombies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
